tag,route,case,"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)","ReCiPe 2016 v1.03, midpoint (H) | climate change | global warming potential (GWP100)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: freshwater | freshwater ecotoxicity potential (FETP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: marine | marine ecotoxicity potential (METP)","ReCiPe 2016 v1.03, midpoint (H) | ecotoxicity: terrestrial | terrestrial ecotoxicity potential (TETP)","ReCiPe 2016 v1.03, midpoint (H) | energy resources: non-renewable, fossil | fossil fuel potential (FFP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: freshwater | freshwater eutrophication potential (FEP)","ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)","ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)","ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)","ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)","ReCiPe 2016 v1.03, midpoint (H) | material resources: metals/minerals | surplus ore potential (SOP)","ReCiPe 2016 v1.03, midpoint (H) | ozone depletion | ozone depletion potential (ODPinfinite)","ReCiPe 2016 v1.03, midpoint (H) | particulate matter formation | particulate matter formation potential (PMFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: human health | photochemical oxidant formation potential: humans (HOFP)","ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)","ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)"
contemp,landfill,c3c4,0.0002775451340283246,0.09474231635632593,0.029940777581283932,0.04125435317419252,0.5387991306899994,0.036344778711875136,1.588400138879562e-05,3.9141141252312415e-05,0.00585694034474142,1.0871135008316395,0.0015329126989406753,0.01303570265186066,0.00036163307310278607,7.376927738902868e-08,0.00014739592086441403,0.000450088286746146,0.00047289398673726096,0.0008326802099424072
contemp,landfill,net,0.0002775451340283246,0.09474231635632593,0.029940777581283936,0.04125435317419252,0.5387991306899994,0.036344778711875136,1.588400138879562e-05,3.9141141252312415e-05,0.005856940344741422,1.0871135008316395,0.0015329126989406753,0.01303570265186066,0.00036163307310278607,7.376927738902868e-08,0.00014739592086441403,0.000450088286746146,0.00047289398673726096,0.0008326802099424072
contemp,recycling_postcons,c3c4,-0.19689169062689632,-29.621737840568755,-1.0579111665847254,-1.5190486799449063,14.762100126993316,-5.76619435467007,-0.007006538477282741,-0.0006901717406622574,-46.99817298949026,-7.135488558976875,0.2390492517758019,-0.429358217645699,-0.8874395135532708,-5.9993948643612635e-06,-0.07033297535059983,-0.07302154749574502,-0.0769780523375963,-1.1800968851119293
contemp,recycling_postcons,joint,-0.3789984521028542,-58.284905595782206,-2.8105455159748294,-3.98907175194879,-13.485095578330615,-11.504744054851379,-0.013861815221181434,-0.0013079098947500656,-89.93753013866369,-43.84954567413217,0.4248784144035762,-0.9165786605372732,-1.764772821174253,-1.2994696635148554e-05,-0.13565374141110165,-0.1433312830604641,-0.15115870653117128,-2.2453928366032394
contemp,recycling_postcons,net,-0.3789984521028542,-58.284905595782206,-2.81054551597483,-3.9890717519487913,-13.485095578330618,-11.504744054851379,-0.013861815221181436,-0.0013079098947500656,-89.93753013866372,-43.84954567413217,0.424878414403576,-0.9165786605372732,-1.7647728211742535,-1.2994696635148554e-05,-0.13565374141110165,-0.1433312830604641,-0.15115870653117128,-2.2453928366032394
contemp,recycling_postcons,staged_total,-0.18210676147595792,-28.66316775521344,-1.7526343493901029,-2.4700230720038876,-28.24719570532395,-5.7385497001813075,-0.0068552767438987,-0.0006177381540878082,-42.93935714917352,-36.714057115155285,0.18582916262777432,-0.487220442891575,-0.8773333076209833,-6.995301770787291e-06,-0.06532076606050179,-0.0703097355647191,-0.07418065419357497,-1.065295951491312
contemp,reuse,c3c4,3.246511632941365e-05,0.010874582732427031,0.0008049614769503702,0.001079566371969733,0.04931142512138686,0.0030462895405417695,2.911210293156467e-05,5.7808558255403194e-05,0.0054981100056278745,0.04771848790296589,4.636330814922864e-06,0.0006051054372366888,0.00012146234658360215,1.509323804894806e-08,1.911048185894402e-05,2.57599146248605e-05,2.7440693354122738e-05,0.0014589666505681563
contemp,reuse,joint,-0.20109872842578388,-35.18428456358502,-2.22826723532148,-3.1019289779330297,-42.111627734121015,-7.343171916017933,-0.008892428189707004,-0.001408948985533826,-45.62097915472349,-46.88004629184193,0.01843048290083691,-0.6601352468579148,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145411,-0.08663659284763413,-1.1436407474266224
contemp,reuse,net,-0.20109872842578388,-35.18428456358502,-2.22826723532148,-3.1019289779330297,-42.111627734121015,-7.343171916017933,-0.008892428189707004,-0.001408948985533826,-45.62097915472349,-46.88004629184193,0.01843048290083691,-0.6601352468579148,-0.9345504124104951,-8.655590665688836e-06,-0.07573374107486064,-0.08206262482145411,-0.08663659284763413,-1.1436407474266224
contemp,reuse,stageD_extrusion_only,-0.009197428551974371,-4.985244592824172,-0.381860667676289,-0.49969593811819135,-12.389443701332794,-1.2979998933337318,-0.0016963331402971822,-0.000815684465935473,-0.369989163461282,-8.232511769575536,-0.17743119102175572,-0.14722809593289218,-0.009995143820988591,-1.2978955721708206e-06,-0.006907189482346847,-0.007984534044191046,-0.00848037834110097,-0.02231733553561192
contemp,reuse,stageD_ingot_only,-0.19193376499013912,-30.209914553493256,-1.8472115291221414,-2.603312606186808,-29.771495457909612,-6.048218312224741,-0.007225207152341387,-0.0006510730778537557,-45.256488101267834,-38.69525301016937,0.19585703759177753,-0.5135122563622598,-0.9246767309360898,-7.372788331566972e-06,-0.06884566207437277,-0.07410385069188782,-0.07818365519988718,-1.1227823785415776
contemp,reuse,staged_total,-0.20113119354211356,-35.195159146317444,-2.22907219679843,-3.1030085443049997,-42.16093915924242,-7.346218205558471,-0.008921540292638575,-0.0014667575437892295,-45.626477264729125,-46.927764779744905,0.018425846570021512,-0.6607403522951522,-0.9346718747570781,-8.670683903737788e-06,-0.07575285155671957,-0.08208838473607892,-0.0866640335409882,-1.1450997140771884
